"Instrument","Fluorophore","Detector","AdjustedY"
"Bigfoot_6L_445","CytoTrace Green CMFDA","349-670/30",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","349-728/40",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","349-750LP",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","405-420/10",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","405-434/17",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","405-455/14",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","405-473/15",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","405-507/19",0.05
"Bigfoot_6L_445","CytoTrace Green CMFDA","405-549/15",0.0266233766233766
"Bigfoot_6L_445","CytoTrace Green CMFDA","405-575/15",0.0116883116883117
"Bigfoot_6L_445","CytoTrace Green CMFDA","405-615/24",0.0025974025974026
"Bigfoot_6L_445","CytoTrace Green CMFDA","405-661/20",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","405-710/20",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","405-747/33",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","405-770LP",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","445-465/22",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","445-525/35",0.221590909090909
"Bigfoot_6L_445","CytoTrace Green CMFDA","445-583/30",0.0316558441558442
"Bigfoot_6L_445","CytoTrace Green CMFDA","445-650LP",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","488-507/19",1
"Bigfoot_6L_445","CytoTrace Green CMFDA","488-549/15",0.532467532467532
"Bigfoot_6L_445","CytoTrace Green CMFDA","488-583/30",0.168831168831169
"Bigfoot_6L_445","CytoTrace Green CMFDA","488-615/24",0.0519480519480519
"Bigfoot_6L_445","CytoTrace Green CMFDA","488-670/30",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","488-720/60",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","488-750LP",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","561-575/15",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","561-589/15",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","561-605/15",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","561-622/15",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","561-661/20",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","561-685/15",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","561-700/13",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","561-720/24",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","561-760/50",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","561-800/12",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","561-832/37",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","561-860LP",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","640-670/30",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","640-700/13",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","640-720/24",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","640-760/50",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","640-770LP",0
"Bigfoot_6L_445","DiR","349-387/11",0
"Bigfoot_6L_445","DiR","349-420/10",0
"Bigfoot_6L_445","DiR","349-434/17",0
"Bigfoot_6L_445","DiR","349-455/14",0
"Bigfoot_6L_445","DiR","349-473/15",0
"Bigfoot_6L_445","DiR","349-507/19",0
"Bigfoot_6L_445","DiR","349-549/15",0
"Bigfoot_6L_445","DiR","349-575/15",0
"Bigfoot_6L_445","DiR","349-615/24",0
"Bigfoot_6L_445","DiR","349-670/30",0
"Bigfoot_6L_445","DiR","349-728/40",0
"Bigfoot_6L_445","DiR","349-750LP",0
"Bigfoot_6L_445","DiR","405-420/10",0
"Bigfoot_6L_445","DiR","405-434/17",0
"Bigfoot_6L_445","DiR","405-455/14",0
"Bigfoot_6L_445","DiR","405-473/15",0
"Bigfoot_6L_445","DiR","405-507/19",0
"Bigfoot_6L_445","DiR","405-549/15",0
"Bigfoot_6L_445","DiR","405-575/15",0
"Bigfoot_6L_445","DiR","405-615/24",0
"Bigfoot_6L_445","DiR","405-661/20",0
"Bigfoot_6L_445","DiR","405-710/20",0
"Bigfoot_6L_445","DiR","405-747/33",0
"Bigfoot_6L_445","DiR","405-770LP",0
"Bigfoot_6L_445","DiR","445-465/22",0
"Bigfoot_6L_445","DiR","445-525/35",0
"Bigfoot_6L_445","DiR","445-583/30",0
"Bigfoot_6L_445","DiR","445-650LP",0
"Bigfoot_6L_445","DiR","488-507/19",0
"Bigfoot_6L_445","DiR","488-549/15",0
"Bigfoot_6L_445","DiR","488-583/30",0
"Bigfoot_6L_445","DiR","488-615/24",0
"Bigfoot_6L_445","DiR","488-670/30",0
"Bigfoot_6L_445","DiR","488-720/60",0
"Bigfoot_6L_445","DiR","488-750LP",0
"Bigfoot_6L_445","DiR","561-575/15",0
"Bigfoot_6L_445","DiR","561-589/15",0
"Bigfoot_6L_445","DiR","561-605/15",0
"Bigfoot_6L_445","DiR","561-622/15",0
"Bigfoot_6L_445","DiR","561-661/20",0
"Bigfoot_6L_445","DiR","561-685/15",0
"Bigfoot_6L_445","DiR","561-700/13",0
"Bigfoot_6L_445","DiR","561-720/24",0.00307219662058372
"Bigfoot_6L_445","DiR","561-760/50",0.0952380952380952
"Bigfoot_6L_445","DiR","561-800/12",0.104454685099846
"Bigfoot_6L_445","DiR","561-832/37",0.0291858678955453
"Bigfoot_6L_445","DiR","561-860LP",0
"Bigfoot_6L_445","DiR","640-670/30",0
"Bigfoot_6L_445","DiR","640-700/13",0
"Bigfoot_6L_445","DiR","640-720/24",0.032258064516129
"Bigfoot_6L_445","DiR","640-760/50",1
